Sample_num,Clarks,Coopers,FinalClass,CHECK WITH CLARK,COMPLETED,fname,ModelClass,ModelConf,FinalClass_filled
7424,Natural Grassland,,Natural Grassland,,,og_shp_imagesCopy/7424.png,Natural Grassland,0.9847968816757202,Natural Grassland
7438,Waterbodies,,Waterbodies,,,og_shp_imagesCopy/7438.png,Waterbodies,0.8966813087463379,Waterbodies
7510,Waterbodies,,Waterbodies,,,og_shp_imagesCopy/7510.png,Waterbodies,0.9304593205451965,Waterbodies
7567,Waterbodies,,Waterbodies,,,og_shp_imagesCopy/7567.png,Waterbodies,0.8384879231452942,Waterbodies
7670,"Permanent Crops (e.g., vineyard)",,Permanent Crops (e.g. vineyard),,,og_shp_imagesCopy/7670.png,Permanent Crops (e.g. vineyard),0.9999182224273682,Permanent Crops (e.g. vineyard)
7671,"Permanent Crops (e.g., vineyard)",,Permanent Crops (e.g. vineyard),,,og_shp_imagesCopy/7671.png,Permanent Crops (e.g. vineyard),0.9992852807044983,Permanent Crops (e.g. vineyard)
7672,"Permanent Crops (e.g., vineyard)",,Permanent Crops (e.g. vineyard),,,og_shp_imagesCopy/7672.png,Permanent Crops (e.g. vineyard),0.9997974038124084,Permanent Crops (e.g. vineyard)
7701,Natural Grassland,,Natural Grassland,,,og_shp_imagesCopy/7701.png,Natural Grassland,0.9939980506896973,Natural Grassland
7711,Natural Grassland,,Natural Grassland,,,og_shp_imagesCopy/7711.png,Natural Grassland,0.8408348560333252,Natural Grassland
7742,Mixed or Not Classified,,Natural Grassland,,,og_shp_imagesCopy/7742.png,Natural Grassland,0.9652305245399475,Natural Grassland
7789,Natural Grassland,,Natural Grassland,,,og_shp_imagesCopy/7789.png,Natural Grassland,0.9612507224082947,Natural Grassland
7883,Mixed or Not Classified,,Natural Grassland,,,og_shp_imagesCopy/7883.png,Natural Grassland,0.9340770840644836,Natural Grassland
7884,Mixed or Not Classified,,Natural Grassland,,,og_shp_imagesCopy/7884.png,Waterbodies,0.814849317073822,Natural Grassland
7954,"Permanent Crops (e.g., vineyard)",,Permanent Crops (e.g. vineyard),,,og_shp_imagesCopy/7954.png,Permanent Crops (e.g. vineyard),0.9953935146331787,Permanent Crops (e.g. vineyard)
7955,"Permanent Crops (e.g., vineyard)",,Permanent Crops (e.g. vineyard),,,og_shp_imagesCopy/7955.png,Permanent Crops (e.g. vineyard),0.9997727274894714,Permanent Crops (e.g. vineyard)
7982,Planted Forest,,Planted Forest,,,og_shp_imagesCopy/7982.png,Planted Forest,0.9994555115699768,Planted Forest
7984,Natural Grassland,,Natural Grassland,,,og_shp_imagesCopy/7984.png,Natural Grassland,0.9913251399993896,Natural Grassland
7987,Waterbodies,,Waterbodies,,,og_shp_imagesCopy/7987.png,Waterbodies,0.9293617606163025,Waterbodies
8005,Mixed or Not Classified,,Consolidated Barren (rocks salt pans),,,og_shp_imagesCopy/8005.png,Consolidated Barren (rocks salt pans),0.9999088048934937,Consolidated Barren (rocks salt pans)
8101,"Permanent Crops (e.g., vineyard)",,Permanent Crops (e.g. vineyard),,,og_shp_imagesCopy/8101.png,Permanent Crops (e.g. vineyard),0.9997708201408386,Permanent Crops (e.g. vineyard)
8102,"Permanent Crops (e.g., vineyard)",,Permanent Crops (e.g. vineyard),,,og_shp_imagesCopy/8102.png,Permanent Crops (e.g. vineyard),0.9995550513267517,Permanent Crops (e.g. vineyard)
8103,Waterbodies,,Waterbodies,,,og_shp_imagesCopy/8103.png,Waterbodies,0.8117809891700745,Waterbodies
8105,Waterbodies,,Waterbodies,,,og_shp_imagesCopy/8105.png,Permanent Crops (e.g. vineyard),0.6714385151863098,Waterbodies
8141,Unconsolidated Barren,,Unconsolidated Barren,,,og_shp_imagesCopy/8141.png,Unconsolidated Barren,0.9998999834060669,Unconsolidated Barren
8152,"Permanent Crops (e.g., vineyard)",,Permanent Crops (e.g. vineyard),,,og_shp_imagesCopy/8152.png,Permanent Crops (e.g. vineyard),0.9998065829277039,Permanent Crops (e.g. vineyard)
8153,"Permanent Crops (e.g., vineyard)",,Permanent Crops (e.g. vineyard),,,og_shp_imagesCopy/8153.png,Permanent Crops (e.g. vineyard),0.996980607509613,Permanent Crops (e.g. vineyard)
8185,"Consolidated Barren (rocks, salt pans)",,Consolidated Barren (rocks salt pans),,,og_shp_imagesCopy/8185.png,Consolidated Barren (rocks salt pans),0.9933958649635315,Consolidated Barren (rocks salt pans)
8186,Mixed or Not Classified,,Mixed or Not Classified,,,og_shp_imagesCopy/8186.png,Mixed or Not Classified,0.9999442100524902,Mixed or Not Classified
8187,Mixed or Not Classified,,Mixed or Not Classified,,,og_shp_imagesCopy/8187.png,Mixed or Not Classified,0.7821544408798218,Mixed or Not Classified
8188,Mixed or Not Classified,,Natural Grassland,,,og_shp_imagesCopy/8188.png,Natural Grassland,0.8619241714477539,Natural Grassland
8191,Planted Forest,,Planted Forest,,,og_shp_imagesCopy/8191.png,Planted Forest,0.9997331500053406,Planted Forest
8227,Planted Forest,,Planted Forest,,,og_shp_imagesCopy/8227.png,Planted Forest,0.9931948184967041,Planted Forest
8233,Mixed or Not Classified,,Mixed or Not Classified,,,og_shp_imagesCopy/8233.png,Mixed or Not Classified,0.982978880405426,Mixed or Not Classified
8237,Natural Grassland,,Natural Grassland,,,og_shp_imagesCopy/8237.png,Natural Grassland,0.9647932052612305,Natural Grassland
8253,"Consolidated Barren (rocks, salt pans)",,Consolidated Barren (rocks salt pans),,,og_shp_imagesCopy/8253.png,Consolidated Barren (rocks salt pans),0.9953828454017639,Consolidated Barren (rocks salt pans)
8301,Mixed or Not Classified,,Mixed or Not Classified,,,og_shp_imagesCopy/8301.png,Mixed or Not Classified,0.993922233581543,Mixed or Not Classified
8304,"Consolidated Barren (rocks, salt pans)",,Consolidated Barren (rocks salt pans),,,og_shp_imagesCopy/8304.png,Consolidated Barren (rocks salt pans),0.9989439845085144,Consolidated Barren (rocks salt pans)
8305,"Consolidated Barren (rocks, salt pans)",,Consolidated Barren (rocks salt pans),,,og_shp_imagesCopy/8305.png,Mixed or Not Classified,0.7460023760795593,Consolidated Barren (rocks salt pans)
8306,"Consolidated Barren (rocks, salt pans)",,Consolidated Barren (rocks salt pans),,,og_shp_imagesCopy/8306.png,Consolidated Barren (rocks salt pans),0.9836516976356506,Consolidated Barren (rocks salt pans)
8406,"Permanent Crops (e.g., vineyard)",,Permanent Crops (e.g. vineyard),,,og_shp_imagesCopy/8406.png,Permanent Crops (e.g. vineyard),0.9999656677246094,Permanent Crops (e.g. vineyard)
8407,"Permanent Crops (e.g., vineyard)",,Permanent Crops (e.g. vineyard),,,og_shp_imagesCopy/8407.png,Permanent Crops (e.g. vineyard),0.999845027923584,Permanent Crops (e.g. vineyard)
8460,Planted Forest,,Planted Forest,,,og_shp_imagesCopy/8460.png,Planted Forest,0.987589418888092,Planted Forest
8495,"Permanent Crops (e.g., vineyard)",,Permanent Crops (e.g. vineyard),,,og_shp_imagesCopy/8495.png,Permanent Crops (e.g. vineyard),0.9999215602874756,Permanent Crops (e.g. vineyard)
8496,"Permanent Crops (e.g., vineyard)",,Permanent Crops (e.g. vineyard),,,og_shp_imagesCopy/8496.png,Permanent Crops (e.g. vineyard),0.9997467398643494,Permanent Crops (e.g. vineyard)
8497,"Permanent Crops (e.g., vineyard)",,Permanent Crops (e.g. vineyard),,,og_shp_imagesCopy/8497.png,Permanent Crops (e.g. vineyard),0.9922602772712708,Permanent Crops (e.g. vineyard)
8506,Mixed or Not Classified,,Natural Grassland,,,og_shp_imagesCopy/8506.png,Natural Grassland,0.9924083948135376,Natural Grassland
8508,Natural Grassland,,Natural Grassland,,,og_shp_imagesCopy/8508.png,Unconsolidated Barren,0.6515687108039856,Natural Grassland
8520,Natural Grassland,,Natural Grassland,,,og_shp_imagesCopy/8520.png,Unconsolidated Barren,0.49755463004112244,Natural Grassland
8640,Mixed or Not Classified,,Mixed or Not Classified,,,og_shp_imagesCopy/8640.png,Mixed or Not Classified,0.9994522929191589,Mixed or Not Classified
8689,Mixed or Not Classified,,Mixed or Not Classified,,,og_shp_imagesCopy/8689.png,Mixed or Not Classified,0.99959796667099,Mixed or Not Classified
8764,"Consolidated Barren (rocks, salt pans)",,Consolidated Barren (rocks salt pans),,,og_shp_imagesCopy/8764.png,Consolidated Barren (rocks salt pans),0.9955108165740967,Consolidated Barren (rocks salt pans)
8796,"Consolidated Barren (rocks, salt pans)",,Consolidated Barren (rocks salt pans),,,og_shp_imagesCopy/8796.png,Consolidated Barren (rocks salt pans),0.9956133365631104,Consolidated Barren (rocks salt pans)
8825,Natural Grassland,,Natural Grassland,,,og_shp_imagesCopy/8825.png,Natural Grassland,0.992586076259613,Natural Grassland
8888,"Consolidated Barren (rocks, salt pans)",,Consolidated Barren (rocks salt pans),,,og_shp_imagesCopy/8888.png,Consolidated Barren (rocks salt pans),0.6878599524497986,Consolidated Barren (rocks salt pans)
8978,"Consolidated Barren (rocks, salt pans)",,Consolidated Barren (rocks salt pans),,,og_shp_imagesCopy/8978.png,Consolidated Barren (rocks salt pans),0.9917464256286621,Consolidated Barren (rocks salt pans)
9066,"Consolidated Barren (rocks, salt pans)",,Consolidated Barren (rocks salt pans),,,og_shp_imagesCopy/9066.png,Consolidated Barren (rocks salt pans),0.997650682926178,Consolidated Barren (rocks salt pans)
9109,Mixed or Not Classified,,Consolidated Barren (rocks salt pans),,,og_shp_imagesCopy/9109.png,Consolidated Barren (rocks salt pans),0.8821383118629456,Consolidated Barren (rocks salt pans)
9177,Mixed or Not Classified,,Consolidated Barren (rocks salt pans),,,og_shp_imagesCopy/9177.png,Consolidated Barren (rocks salt pans),0.9882574677467346,Consolidated Barren (rocks salt pans)
9346,Mixed or Not Classified,,Mixed or Not Classified,,,og_shp_imagesCopy/9346.png,Mixed or Not Classified,0.9881420731544495,Mixed or Not Classified
9347,Mixed or Not Classified,,Mixed or Not Classified,,,og_shp_imagesCopy/9347.png,Mixed or Not Classified,0.9903705716133118,Mixed or Not Classified
9369,"Consolidated Barren (rocks, salt pans)",,Consolidated Barren (rocks salt pans),,,og_shp_imagesCopy/9369.png,Consolidated Barren (rocks salt pans),0.9858975410461426,Consolidated Barren (rocks salt pans)
9387,Natural Grassland,,Natural Grassland,,,og_shp_imagesCopy/9387.png,Natural Grassland,0.5012502670288086,Natural Grassland
9390,"Consolidated Barren (rocks, salt pans)",,Consolidated Barren (rocks salt pans),,,og_shp_imagesCopy/9390.png,Consolidated Barren (rocks salt pans),0.9989450573921204,Consolidated Barren (rocks salt pans)
9391,Mixed or Not Classified,,Mixed or Not Classified,,,og_shp_imagesCopy/9391.png,Consolidated Barren (rocks salt pans),0.41157466173171997,Mixed or Not Classified
9398,Mixed or Not Classified,,Consolidated Barren (rocks salt pans),,,og_shp_imagesCopy/9398.png,Consolidated Barren (rocks salt pans),0.9793302416801453,Consolidated Barren (rocks salt pans)
9410,Mixed or Not Classified,,Mixed or Not Classified,,,og_shp_imagesCopy/9410.png,Consolidated Barren (rocks salt pans),0.8648079037666321,Mixed or Not Classified
9418,Natural Grassland,,Natural Grassland,,,og_shp_imagesCopy/9418.png,Natural Grassland,0.9941727519035339,Natural Grassland
9442,Natural Grassland,,Natural Grassland,,,og_shp_imagesCopy/9442.png,Natural Grassland,0.9776171445846558,Natural Grassland
9510,Natural Grassland,,Natural Grassland,,,og_shp_imagesCopy/9510.png,Natural Grassland,0.9995546936988831,Natural Grassland
9536,"Consolidated Barren (rocks, salt pans)",,Consolidated Barren (rocks salt pans),,,og_shp_imagesCopy/9536.png,Consolidated Barren (rocks salt pans),0.9951948523521423,Consolidated Barren (rocks salt pans)
9538,"Consolidated Barren (rocks, salt pans)",,Consolidated Barren (rocks salt pans),,,og_shp_imagesCopy/9538.png,Consolidated Barren (rocks salt pans),0.998307466506958,Consolidated Barren (rocks salt pans)
9573,"Consolidated Barren (rocks, salt pans)",,Consolidated Barren (rocks salt pans),,,og_shp_imagesCopy/9573.png,Consolidated Barren (rocks salt pans),0.9996182918548584,Consolidated Barren (rocks salt pans)
9574,"Consolidated Barren (rocks, salt pans)",,Consolidated Barren (rocks salt pans),,,og_shp_imagesCopy/9574.png,Shrubs,0.814489483833313,Consolidated Barren (rocks salt pans)
9576,"Consolidated Barren (rocks, salt pans)",,Consolidated Barren (rocks salt pans),,,og_shp_imagesCopy/9576.png,Consolidated Barren (rocks salt pans),0.9951512813568115,Consolidated Barren (rocks salt pans)
9620,"Consolidated Barren (rocks, salt pans)",,Consolidated Barren (rocks salt pans),,,og_shp_imagesCopy/9620.png,Consolidated Barren (rocks salt pans),0.505739688873291,Consolidated Barren (rocks salt pans)
10714,Unconsolidated Barren,,Unconsolidated Barren,,,og_shp_imagesCopy/10714.png,Unconsolidated Barren,0.9998787641525269,Unconsolidated Barren
10715,Unconsolidated Barren,,Unconsolidated Barren,,,og_shp_imagesCopy/10715.png,Unconsolidated Barren,0.996877908706665,Unconsolidated Barren
10716,Unconsolidated Barren,,Unconsolidated Barren,,,og_shp_imagesCopy/10716.png,Unconsolidated Barren,0.9999880790710449,Unconsolidated Barren
10717,Unconsolidated Barren,,Unconsolidated Barren,,,og_shp_imagesCopy/10717.png,Unconsolidated Barren,0.9961982369422913,Unconsolidated Barren
10718,Unconsolidated Barren,,Unconsolidated Barren,,,og_shp_imagesCopy/10718.png,Unconsolidated Barren,0.9935038685798645,Unconsolidated Barren
10719,Unconsolidated Barren,,Unconsolidated Barren,,,og_shp_imagesCopy/10719.png,Unconsolidated Barren,0.9483728408813477,Unconsolidated Barren
10720,Unconsolidated Barren,,Unconsolidated Barren,,,og_shp_imagesCopy/10720.png,Unconsolidated Barren,0.9999985694885254,Unconsolidated Barren
10721,Unconsolidated Barren,,Unconsolidated Barren,,,og_shp_imagesCopy/10721.png,Unconsolidated Barren,0.9999611377716064,Unconsolidated Barren
10722,Unconsolidated Barren,,Unconsolidated Barren,,,og_shp_imagesCopy/10722.png,Unconsolidated Barren,0.9999996423721313,Unconsolidated Barren
10723,Unconsolidated Barren,,Unconsolidated Barren,,,og_shp_imagesCopy/10723.png,Unconsolidated Barren,0.9999990463256836,Unconsolidated Barren
10724,Unconsolidated Barren,,Unconsolidated Barren,,,og_shp_imagesCopy/10724.png,Unconsolidated Barren,0.999988317489624,Unconsolidated Barren
10725,Unconsolidated Barren,,Unconsolidated Barren,,,og_shp_imagesCopy/10725.png,Unconsolidated Barren,0.9988657236099243,Unconsolidated Barren
10726,Unconsolidated Barren,,Unconsolidated Barren,,,og_shp_imagesCopy/10726.png,Unconsolidated Barren,0.9998760223388672,Unconsolidated Barren
10727,Unconsolidated Barren,,Unconsolidated Barren,,,og_shp_imagesCopy/10727.png,Unconsolidated Barren,0.9999679327011108,Unconsolidated Barren
11038,Natural Grassland,,Natural Grassland,,,og_shp_imagesCopy/11038.png,Natural Grassland,0.8233259320259094,Natural Grassland
11040,Natural Grassland,,Natural Grassland,,,og_shp_imagesCopy/11040.png,Natural Grassland,0.9657990336418152,Natural Grassland
11063,Natural Grassland,,Natural Grassland,,,og_shp_imagesCopy/11063.png,Natural Grassland,0.8760908246040344,Natural Grassland
11086,Wetlands,,Wetlands,,,og_shp_imagesCopy/11086.png,Wetlands,0.9949328303337097,Wetlands
11087,Wetlands,,Wetlands,,,og_shp_imagesCopy/11087.png,Wetlands,0.996362030506134,Wetlands
11088,Wetlands,,Wetlands,,,og_shp_imagesCopy/11088.png,Wetlands,0.9918312430381775,Wetlands
11252,Wetlands,,Mixed or Not Classified,,,og_shp_imagesCopy/11252.png,Mixed or Not Classified,0.9974132180213928,Mixed or Not Classified
11254,Wetlands,,Wetlands,,,og_shp_imagesCopy/11254.png,Wetlands,0.9448539614677429,Wetlands
11261,Wetlands,,Wetlands,,,og_shp_imagesCopy/11261.png,Wetlands,0.724441647529602,Wetlands
11682,Unconsolidated Barren,,Unconsolidated Barren,,,og_shp_imagesCopy/11682.png,Unconsolidated Barren,0.9749836325645447,Unconsolidated Barren
11683,Unconsolidated Barren,,Unconsolidated Barren,,,og_shp_imagesCopy/11683.png,Unconsolidated Barren,0.9956690073013306,Unconsolidated Barren
11684,Unconsolidated Barren,,Unconsolidated Barren,,,og_shp_imagesCopy/11684.png,Unconsolidated Barren,0.9983106851577759,Unconsolidated Barren
11685,Unconsolidated Barren,,Unconsolidated Barren,,,og_shp_imagesCopy/11685.png,Unconsolidated Barren,0.9993149042129517,Unconsolidated Barren
11717,Natural Grassland,,Natural Grassland,,,og_shp_imagesCopy/11717.png,Natural Grassland,0.9546050429344177,Natural Grassland
11760,Mixed or Not Classified,,Natural Grassland,,,og_shp_imagesCopy/11760.png,Wetlands,0.9560071229934692,Natural Grassland
11816,Mixed or Not Classified,,Natural Grassland,,,og_shp_imagesCopy/11816.png,Natural Grassland,0.9369522929191589,Natural Grassland
11828,Mixed or Not Classified,,Natural Grassland,,,og_shp_imagesCopy/11828.png,Natural Grassland,0.9869699478149414,Natural Grassland
20013,Unconsolidated Barren,,Unconsolidated Barren,,,og_shp_imagesCopy/20013.png,Unconsolidated Barren,0.9987096786499023,Unconsolidated Barren
20026,Unconsolidated Barren,,Unconsolidated Barren,,,og_shp_imagesCopy/20026.png,Unconsolidated Barren,0.9972779154777527,Unconsolidated Barren
20056,Unconsolidated Barren,,Unconsolidated Barren,,,og_shp_imagesCopy/20056.png,Unconsolidated Barren,0.9796267151832581,Unconsolidated Barren
20084,Unconsolidated Barren,,Unconsolidated Barren,,,og_shp_imagesCopy/20084.png,Unconsolidated Barren,0.986687183380127,Unconsolidated Barren
20087,Unconsolidated Barren,,Unconsolidated Barren,,,og_shp_imagesCopy/20087.png,Unconsolidated Barren,0.9999414682388306,Unconsolidated Barren
20090,Unconsolidated Barren,,Unconsolidated Barren,,,og_shp_imagesCopy/20090.png,Unconsolidated Barren,0.9999986886978149,Unconsolidated Barren
20111,Unconsolidated Barren,,Unconsolidated Barren,,,og_shp_imagesCopy/20111.png,Unconsolidated Barren,0.999531626701355,Unconsolidated Barren
20181,Unconsolidated Barren,,Unconsolidated Barren,,,og_shp_imagesCopy/20181.png,Unconsolidated Barren,0.999492883682251,Unconsolidated Barren
20434,Wetlands,,Wetlands,,,og_shp_imagesCopy/20434.png,Wetlands,0.9776993989944458,Wetlands
20552,Unconsolidated Barren,,Unconsolidated Barren,,,og_shp_imagesCopy/20552.png,Unconsolidated Barren,0.9946611523628235,Unconsolidated Barren
20591,Unconsolidated Barren,,Unconsolidated Barren,,,og_shp_imagesCopy/20591.png,Unconsolidated Barren,0.9999725818634033,Unconsolidated Barren
20610,Unconsolidated Barren,,Unconsolidated Barren,,,og_shp_imagesCopy/20610.png,Unconsolidated Barren,0.9987554550170898,Unconsolidated Barren
20617,"Permanent Crops (e.g., vineyard)",,Permanent Crops (e.g. vineyard),,,og_shp_imagesCopy/20617.png,Permanent Crops (e.g. vineyard),0.9993636012077332,Permanent Crops (e.g. vineyard)
20620,"Permanent Crops (e.g., vineyard)",,Permanent Crops (e.g. vineyard),,,og_shp_imagesCopy/20620.png,Permanent Crops (e.g. vineyard),0.999817430973053,Permanent Crops (e.g. vineyard)
20676,Unconsolidated Barren,,Unconsolidated Barren,,,og_shp_imagesCopy/20676.png,Unconsolidated Barren,0.8589619994163513,Unconsolidated Barren
20711,Unconsolidated Barren,,Unconsolidated Barren,,,og_shp_imagesCopy/20711.png,Unconsolidated Barren,0.9811457991600037,Unconsolidated Barren
20762,Unconsolidated Barren,,Unconsolidated Barren,,,og_shp_imagesCopy/20762.png,Unconsolidated Barren,0.9997320771217346,Unconsolidated Barren
20823,Wetlands,,Wetlands,,,og_shp_imagesCopy/20823.png,Wetlands,0.9694957137107849,Wetlands
20825,Wetlands,,Wetlands,,,og_shp_imagesCopy/20825.png,Wetlands,0.998908519744873,Wetlands
20828,Unconsolidated Barren,,Unconsolidated Barren,,,og_shp_imagesCopy/20828.png,Annual Crops (e.g wheat),0.6977444887161255,Unconsolidated Barren
20839,Unconsolidated Barren,,Unconsolidated Barren,,,og_shp_imagesCopy/20839.png,Unconsolidated Barren,0.9999507665634155,Unconsolidated Barren
20896,"Permanent Crops (e.g., vineyard)",,Permanent Crops (e.g. vineyard),,,og_shp_imagesCopy/20896.png,Permanent Crops (e.g. vineyard),0.9995937943458557,Permanent Crops (e.g. vineyard)
20971,"Permanent Crops (e.g., vineyard)",,Permanent Crops (e.g. vineyard),,,og_shp_imagesCopy/20971.png,Permanent Crops (e.g. vineyard),0.9999963045120239,Permanent Crops (e.g. vineyard)
21022,"Permanent Crops (e.g., vineyard)",,Permanent Crops (e.g. vineyard),,,og_shp_imagesCopy/21022.png,Permanent Crops (e.g. vineyard),0.9929273724555969,Permanent Crops (e.g. vineyard)
21036,"Permanent Crops (e.g., vineyard)",,Permanent Crops (e.g. vineyard),,,og_shp_imagesCopy/21036.png,Permanent Crops (e.g. vineyard),0.9833954572677612,Permanent Crops (e.g. vineyard)
21059,"Permanent Crops (e.g., vineyard)",,Permanent Crops (e.g. vineyard),,,og_shp_imagesCopy/21059.png,Permanent Crops (e.g. vineyard),0.9998594522476196,Permanent Crops (e.g. vineyard)
21185,"Permanent Crops (e.g., vineyard)",,Permanent Crops (e.g. vineyard),,,og_shp_imagesCopy/21185.png,Permanent Crops (e.g. vineyard),0.9993391633033752,Permanent Crops (e.g. vineyard)
21209,"Permanent Crops (e.g., vineyard)",,Permanent Crops (e.g. vineyard),,,og_shp_imagesCopy/21209.png,Permanent Crops (e.g. vineyard),0.999315619468689,Permanent Crops (e.g. vineyard)
21217,Unconsolidated Barren,,Unconsolidated Barren,,,og_shp_imagesCopy/21217.png,Unconsolidated Barren,0.9983289837837219,Unconsolidated Barren
21256,"Permanent Crops (e.g., vineyard)",,Permanent Crops (e.g. vineyard),,,og_shp_imagesCopy/21256.png,Permanent Crops (e.g. vineyard),0.9999194145202637,Permanent Crops (e.g. vineyard)
21406,"Consolidated Barren (rocks, salt pans)",,Consolidated Barren (rocks salt pans),,,og_shp_imagesCopy/21406.png,Consolidated Barren (rocks salt pans),0.9827421307563782,Consolidated Barren (rocks salt pans)
21494,"Consolidated Barren (rocks, salt pans)",,Consolidated Barren (rocks salt pans),,,og_shp_imagesCopy/21494.png,Consolidated Barren (rocks salt pans),0.9783285856246948,Consolidated Barren (rocks salt pans)
21502,"Consolidated Barren (rocks, salt pans)",,Consolidated Barren (rocks salt pans),,,og_shp_imagesCopy/21502.png,Consolidated Barren (rocks salt pans),0.9486206769943237,Consolidated Barren (rocks salt pans)
21572,"Consolidated Barren (rocks, salt pans)",,Consolidated Barren (rocks salt pans),,,og_shp_imagesCopy/21572.png,Consolidated Barren (rocks salt pans),0.9946349859237671,Consolidated Barren (rocks salt pans)
21623,"Consolidated Barren (rocks, salt pans)",,Consolidated Barren (rocks salt pans),,,og_shp_imagesCopy/21623.png,Consolidated Barren (rocks salt pans),0.9977545142173767,Consolidated Barren (rocks salt pans)
21782,"Permanent Crops (e.g., vineyard)",,Permanent Crops (e.g. vineyard),,,og_shp_imagesCopy/21782.png,Permanent Crops (e.g. vineyard),0.9989480376243591,Permanent Crops (e.g. vineyard)
21919,Natural Grassland,,Natural Grassland,,,og_shp_imagesCopy/21919.png,Natural Grassland,0.9935706853866577,Natural Grassland
21964,"Permanent Crops (e.g., vineyard)",,Permanent Crops (e.g. vineyard),,,og_shp_imagesCopy/21964.png,Permanent Crops (e.g. vineyard),0.9999251365661621,Permanent Crops (e.g. vineyard)
21983,"Permanent Crops (e.g., vineyard)",,Permanent Crops (e.g. vineyard),,,og_shp_imagesCopy/21983.png,Permanent Crops (e.g. vineyard),0.974395751953125,Permanent Crops (e.g. vineyard)
21985,"Permanent Crops (e.g., vineyard)",,Permanent Crops (e.g. vineyard),,,og_shp_imagesCopy/21985.png,Permanent Crops (e.g. vineyard),0.7364481687545776,Permanent Crops (e.g. vineyard)
22305,"Permanent Crops (e.g., vineyard)",,Permanent Crops (e.g. vineyard),,,og_shp_imagesCopy/22305.png,Permanent Crops (e.g. vineyard),0.9990589022636414,Permanent Crops (e.g. vineyard)
22363,"Permanent Crops (e.g., vineyard)",,Permanent Crops (e.g. vineyard),,,og_shp_imagesCopy/22363.png,Permanent Crops (e.g. vineyard),0.9512727856636047,Permanent Crops (e.g. vineyard)
22533,"Permanent Crops (e.g., vineyard)",,Permanent Crops (e.g. vineyard),,,og_shp_imagesCopy/22533.png,Permanent Crops (e.g. vineyard),0.9946671724319458,Permanent Crops (e.g. vineyard)
22575,Planted Forest,,Planted Forest,,,og_shp_imagesCopy/22575.png,Planted Forest,0.9930328130722046,Planted Forest
22648,Natural Grassland,,Natural Grassland,,,og_shp_imagesCopy/22648.png,Natural Grassland,0.9751611351966858,Natural Grassland
22671,Natural Grassland,,Natural Grassland,,,og_shp_imagesCopy/22671.png,Natural Grassland,0.9982960820198059,Natural Grassland
23472,Unconsolidated Barren,,Unconsolidated Barren,,,og_shp_imagesCopy/23472.png,Unconsolidated Barren,0.9974988102912903,Unconsolidated Barren
23794,Unconsolidated Barren,,Unconsolidated Barren,,,og_shp_imagesCopy/23794.png,Unconsolidated Barren,0.9999986886978149,Unconsolidated Barren
23995,Unconsolidated Barren,,Unconsolidated Barren,,,og_shp_imagesCopy/23995.png,Unconsolidated Barren,0.9951906204223633,Unconsolidated Barren
24126,Wetlands,,Wetlands,,,og_shp_imagesCopy/24126.png,Natural Wooded Land,0.8466466665267944,Wetlands
24370,Planted Forest,,Planted Forest,,,og_shp_imagesCopy/24370.png,Planted Forest,0.5600866079330444,Planted Forest
24408,Planted Forest,,Planted Forest,,,og_shp_imagesCopy/24408.png,Planted Forest,0.9749382138252258,Planted Forest
24444,Planted Forest,,Planted Forest,,,og_shp_imagesCopy/24444.png,Planted Forest,0.9988534450531006,Planted Forest
24506,Wetlands,,Wetlands,,,og_shp_imagesCopy/24506.png,Wetlands,0.8615704774856567,Wetlands
24543,Wetlands,,Wetlands,,,og_shp_imagesCopy/24543.png,Wetlands,0.9990532994270325,Wetlands
24970,Natural Grassland,,Planted Forest,,,og_shp_imagesCopy/24970.png,Planted Forest,0.9855578541755676,Planted Forest
25383,Planted Forest,,Planted Forest,,,og_shp_imagesCopy/25383.png,Planted Forest,0.9995684027671814,Planted Forest
25412,Planted Forest,,Planted Forest,,,og_shp_imagesCopy/25412.png,Planted Forest,0.9995827078819275,Planted Forest
25483,Wetlands,,Planted Forest,,,og_shp_imagesCopy/25483.png,Planted Forest,0.9264705181121826,Planted Forest
25547,Planted Forest,,Planted Forest,,,og_shp_imagesCopy/25547.png,Planted Forest,0.9921914935112,Planted Forest
25616,Planted Forest,,Planted Forest,,,og_shp_imagesCopy/25616.png,Planted Forest,0.9905849099159241,Planted Forest
25705,Planted Forest,,Planted Forest,,,og_shp_imagesCopy/25705.png,Planted Forest,0.9896687865257263,Planted Forest
25752,Wetlands,,Wetlands,,,og_shp_imagesCopy/25752.png,Mixed or Not Classified,0.573797881603241,Wetlands
25777,Planted Forest,,Planted Forest,,,og_shp_imagesCopy/25777.png,Planted Forest,0.9814503192901611,Planted Forest
26095,Wetlands,,Wetlands,,,og_shp_imagesCopy/26095.png,Wetlands,0.9996802806854248,Wetlands
26544,Wetlands,,Wetlands,,,og_shp_imagesCopy/26544.png,Natural Grassland,0.8843672275543213,Wetlands
26631,Wetlands,,Wetlands,,,og_shp_imagesCopy/26631.png,Wetlands,0.6615958213806152,Wetlands
26947,Wetlands,,Wetlands,,,og_shp_imagesCopy/26947.png,Wetlands,0.9987800717353821,Wetlands
26976,Wetlands,,Wetlands,,,og_shp_imagesCopy/26976.png,Wetlands,0.5013850331306458,Wetlands
27047,Wetlands,,Wetlands,,,og_shp_imagesCopy/27047.png,Planted Forest,0.4437491297721863,Wetlands
